DX_type,Infection_DX
ICD10,"M86.212 Subacute osteomyelitis, left shoulder"
ICD10,"M86.219 Subacute osteomyelitis, unspecified shoulder"
ICD10,"M86.021 Acute hematogenous osteomyelitis, right humerus"
ICD10,"M86.022 Acute hematogenous osteomyelitis, left humerus"
ICD10,"M86.029 Acute hematogenous osteomyelitis, unspecified humerus"
ICD10,"M86.121 Other acute osteomyelitis, right humerus"
ICD10,"M86.122 Other acute osteomyelitis, left humerus"
ICD10,"M86.129 Other acute osteomyelitis, unspecified humerus"
ICD10,"M86.221 Subacute osteomyelitis, right humerus"
ICD10,"M86.222 Subacute osteomyelitis, left humerus"
ICD10,"M86.229 Subacute osteomyelitis, unspecified humerus"
ICD10,"M86.031 Acute hematogenous osteomyelitis, right radius and ulna"
ICD10,"M86.032 Acute hematogenous osteomyelitis, left radius and ulna"
ICD10,"M86.039 Acute hematogenous osteomyelitis, unspecified radius and ulna"
ICD10,"M86.131 Other acute osteomyelitis, right radius and ulna"
ICD10,"M86.132 Other acute osteomyelitis, left radius and ulna"
ICD10,"M86.139 Other acute osteomyelitis, unspecified radius and ulna"
ICD10,"M86.231 Subacute osteomyelitis, right radius and ulna"
ICD10,"M86.232 Subacute osteomyelitis, left radius and ulna"
ICD10,"M86.239 Subacute osteomyelitis, unspecified radius and ulna"
ICD10,"M86.041 Acute hematogenous osteomyelitis, right hand"
ICD10,"M86.042 Acute hematogenous osteomyelitis, left hand"
ICD10,"M86.049 Acute hematogenous osteomyelitis, unspecified hand"
ICD10,"M86.141 Other acute osteomyelitis, right hand"
ICD10,"M86.142 Other acute osteomyelitis, left hand"
ICD10,"M86.149 Other acute osteomyelitis, unspecified hand"
ICD10,"M86.241 Subacute osteomyelitis, right hand"
ICD10,"M86.242 Subacute osteomyelitis, left hand"
ICD10,"M86.249 Subacute osteomyelitis, unspecified hand"
ICD10,"M86.051 Acute hematogenous osteomyelitis, right femur"
ICD10,"M86.052 Acute hematogenous osteomyelitis, left femur"
ICD10,"M86.059 Acute hematogenous osteomyelitis, unspecified femur"
ICD10,"M86.151 Other acute osteomyelitis, right femur"
ICD10,"M86.152 Other acute osteomyelitis, left femur"
ICD10,"M86.159 Other acute osteomyelitis, unspecified femur"
ICD10,"M86.251 Subacute osteomyelitis, right femur"
ICD10,"M86.252 Subacute osteomyelitis, left femur"
ICD10,"M86.259 Subacute osteomyelitis, unspecified femur"
ICD10,"M86.061 Acute hematogenous osteomyelitis, right tibia and fibula"
ICD10,"M86.062 Acute hematogenous osteomyelitis, left tibia and fibula"
ICD10,"M86.069 Acute hematogenous osteomyelitis, unspecified tibia and fibula"
ICD10,"M86.161 Other acute osteomyelitis, right tibia and fibula"
ICD10,"M86.162 Other acute osteomyelitis, left tibia and fibula"
ICD10,"M86.169 Other acute osteomyelitis, unspecified tibia and fibula"
ICD10,"M86.261 Subacute osteomyelitis, right tibia and fibula"
ICD10,"M86.262 Subacute osteomyelitis, left tibia and fibula"
ICD10,"M86.269 Subacute osteomyelitis, unspecified tibia and fibula"
ICD10,"M86.071 Acute hematogenous osteomyelitis, right ankle and foot"
ICD10,"M86.072 Acute hematogenous osteomyelitis, left ankle and foot"
ICD10,"M86.079 Acute hematogenous osteomyelitis, unspecified ankle and foot"
ICD10,"M86.171 Other acute osteomyelitis, right ankle and foot"
ICD10,"M86.172 Other acute osteomyelitis, left ankle and foot"
ICD10,"M86.179 Other acute osteomyelitis, unspecified ankle and foot"
ICD10,"M86.271 Subacute osteomyelitis, right ankle and foot"
ICD10,"M86.272 Subacute osteomyelitis, left ankle and foot"
ICD10,"M86.279 Subacute osteomyelitis, unspecified ankle and foot"
ICD10,"M86.08 Acute hematogenous osteomyelitis, other sites"
ICD10,"M86.18 Other acute osteomyelitis, other site"
ICD10,"M86.28 Subacute osteomyelitis, other site"
ICD10,"M86.09 Acute hematogenous osteomyelitis, multiple sites"
ICD10,"M86.19 Other acute osteomyelitis, multiple sites"
ICD10,"M86.29 Subacute osteomyelitis, multiple sites"
ICD10,"M86.30 Chronic multifocal osteomyelitis, unspecified site"
ICD10,"M86.40 Chronic osteomyelitis with draining sinus, unspecified site"
ICD10,"M86.50 Other chronic hematogenous osteomyelitis, unspecified site"
ICD10,"M86.60 Other chronic osteomyelitis, unspecified site"
ICD10,"M86.8X9 Other osteomyelitis, unspecified sites"
ICD10,"M86.311 Chronic multifocal osteomyelitis, right shoulder"
ICD10,"M86.312 Chronic multifocal osteomyelitis, left shoulder"
ICD10,"M86.319 Chronic multifocal osteomyelitis, unspecified shoulder"
ICD10,"M86.411 Chronic osteomyelitis with draining sinus, right shoulder"
ICD10,"M86.412 Chronic osteomyelitis with draining sinus, left shoulder"
ICD10,"M86.419 Chronic osteomyelitis with draining sinus, unspecified shoulder"
ICD10,"M86.511 Other chronic hematogenous osteomyelitis, right shoulder"
ICD10,"M86.512 Other chronic hematogenous osteomyelitis, left shoulder"
ICD10,"M86.519 Other chronic hematogenous osteomyelitis, unspecified shoulder"
ICD10,"M86.611 Other chronic osteomyelitis, right shoulder"
ICD10,"M86.612 Other chronic osteomyelitis, left shoulder"
ICD10,"M86.619 Other chronic osteomyelitis, unspecified shoulder"
ICD10,"M86.8X1 Other osteomyelitis, shoulder"
ICD10,"M86.321 Chronic multifocal osteomyelitis, right humerus"
ICD10,"M86.322 Chronic multifocal osteomyelitis, left humerus"
ICD10,"M86.329 Chronic multifocal osteomyelitis, unspecified humerus"
ICD10,"M86.421 Chronic osteomyelitis with draining sinus, right humerus"
ICD10,"M86.422 Chronic osteomyelitis with draining sinus, left humerus"
ICD10,"M86.429 Chronic osteomyelitis with draining sinus, unspecified humerus"
ICD10,"M86.521 Other chronic hematogenous osteomyelitis, right humerus"
ICD10,"M86.522 Other chronic hematogenous osteomyelitis, left humerus"
ICD10,"M86.529 Other chronic hematogenous osteomyelitis, unspecified humerus"
ICD10,"M86.621 Other chronic osteomyelitis, right humerus"
ICD10,"M86.622 Other chronic osteomyelitis, left humerus"
ICD10,"M86.629 Other chronic osteomyelitis, unspecified humerus"
ICD10,"M86.8X2 Other osteomyelitis, upper arm"
ICD10,"M86.331 Chronic multifocal osteomyelitis, right radius and ulna"
ICD10,"M86.332 Chronic multifocal osteomyelitis, left radius and ulna"
ICD10,"M86.339 Chronic multifocal osteomyelitis, unspecified radius and ulna"
ICD10,"M86.431 Chronic osteomyelitis with draining sinus, right radius and ulna"
ICD10,"M86.432 Chronic osteomyelitis with draining sinus, left radius and ulna"
ICD10,"M86.439 Chronic osteomyelitis with draining sinus, unspecified radius and ulna"
ICD10,"M86.531 Other chronic hematogenous osteomyelitis, right radius and ulna"
ICD10,"M86.532 Other chronic hematogenous osteomyelitis, left radius and ulna"
ICD10,"M86.539 Other chronic hematogenous osteomyelitis, unspecified radius and ulna"
ICD10,"M86.631 Other chronic osteomyelitis, right radius and ulna"
ICD10,"M86.632 Other chronic osteomyelitis, left radius and ulna"
ICD10,"M86.639 Other chronic osteomyelitis, unspecified radius and ulna"
ICD10,"M86.8X3 Other osteomyelitis, forearm"
ICD10,"M86.341 Chronic multifocal osteomyelitis, right hand"
ICD10,"M86.342 Chronic multifocal osteomyelitis, left hand"
ICD10,"M86.349 Chronic multifocal osteomyelitis, unspecified hand"
ICD10,"M86.441 Chronic osteomyelitis with draining sinus, right hand"
ICD10,"M86.442 Chronic osteomyelitis with draining sinus, left hand"
ICD10,"M86.449 Chronic osteomyelitis with draining sinus, unspecified hand"
ICD10,"M86.541 Other chronic hematogenous osteomyelitis, right hand"
ICD10,"M86.542 Other chronic hematogenous osteomyelitis, left hand"
ICD10,"M86.549 Other chronic hematogenous osteomyelitis, unspecified hand"
ICD10,"M86.641 Other chronic osteomyelitis, right hand"
ICD10,"M86.642 Other chronic osteomyelitis, left hand"
ICD10,"M86.649 Other chronic osteomyelitis, unspecified hand"
ICD10,"M86.8X4 Other osteomyelitis, hand"
ICD10,"M86.351 Chronic multifocal osteomyelitis, right femur"
ICD10,"M86.352 Chronic multifocal osteomyelitis, left femur"
ICD10,"M86.359 Chronic multifocal osteomyelitis, unspecified femur"
ICD10,"M86.451 Chronic osteomyelitis with draining sinus, right femur"
ICD10,"M86.452 Chronic osteomyelitis with draining sinus, left femur"
ICD10,"M86.459 Chronic osteomyelitis with draining sinus, unspecified femur"
ICD10,"M86.551 Other chronic hematogenous osteomyelitis, right femur"
ICD10,"M86.552 Other chronic hematogenous osteomyelitis, left femur"
ICD10,"M86.559 Other chronic hematogenous osteomyelitis, unspecified femur"
ICD10,"M86.651 Other chronic osteomyelitis, right thigh"
ICD10,"M86.652 Other chronic osteomyelitis, left thigh"
ICD10,"M86.659 Other chronic osteomyelitis, unspecified thigh"
ICD10,"M86.8X5 Other osteomyelitis, thigh"
ICD10,"M86.361 Chronic multifocal osteomyelitis, right tibia and fibula"
ICD10,"M86.362 Chronic multifocal osteomyelitis, left tibia and fibula"
ICD10,"M86.369 Chronic multifocal osteomyelitis, unspecified tibia and fibula"
ICD10,"M86.461 Chronic osteomyelitis with draining sinus, right tibia and fibula"
ICD10,"M86.462 Chronic osteomyelitis with draining sinus, left tibia and fibula"
ICD10,"M86.469 Chronic osteomyelitis with draining sinus, unspecified tibia and fibula"
ICD10,"M86.561 Other chronic hematogenous osteomyelitis, right tibia and fibula"
ICD10,"M86.562 Other chronic hematogenous osteomyelitis, left tibia and fibula"
ICD10,"M86.569 Other chronic hematogenous osteomyelitis, unspecified tibia and fibula"
ICD10,"M86.661 Other chronic osteomyelitis, right tibia and fibula"
ICD10,"M86.662 Other chronic osteomyelitis, left tibia and fibula"
ICD10,"M86.669 Other chronic osteomyelitis, unspecified tibia and fibula"
ICD10,"M86.8X6 Other osteomyelitis, lower leg"
ICD10,"M86.371 Chronic multifocal osteomyelitis, right ankle and foot"
ICD10,"M86.372 Chronic multifocal osteomyelitis, left ankle and foot"
ICD10,"M86.379 Chronic multifocal osteomyelitis, unspecified ankle and foot"
ICD10,"M86.471 Chronic osteomyelitis with draining sinus, right ankle and foot"
ICD10,"M86.472 Chronic osteomyelitis with draining sinus, left ankle and foot"
ICD10,"M86.479 Chronic osteomyelitis with draining sinus, unspecified ankle and foot"
ICD10,"M86.571 Other chronic hematogenous osteomyelitis, right ankle and foot"
ICD10,"M86.572 Other chronic hematogenous osteomyelitis, left ankle and foot"
ICD10,"M86.579 Other chronic hematogenous osteomyelitis, unspecified ankle and foot"
ICD10,"M86.671 Other chronic osteomyelitis, right ankle and foot"
ICD10,"M86.672 Other chronic osteomyelitis, left ankle and foot"
ICD10,"M86.679 Other chronic osteomyelitis, unspecified ankle and foot"
ICD10,"M86.8X7 Other osteomyelitis, ankle and foot"
ICD10,"M86.38 Chronic multifocal osteomyelitis, other site"
ICD10,"M86.48 Chronic osteomyelitis with draining sinus, other site"
ICD10,"M86.58 Other chronic hematogenous osteomyelitis, other site"
ICD10,"M86.68 Other chronic osteomyelitis, other site"
ICD10,"M86.8X8 Other osteomyelitis, other site"
ICD10,"M86.39 Chronic multifocal osteomyelitis, multiple sites"
ICD10,"M86.49 Chronic osteomyelitis with draining sinus, multiple sites"
ICD10,"M86.59 Other chronic hematogenous osteomyelitis, multiple sites"
ICD10,"M86.69 Other chronic osteomyelitis, multiple sites"
ICD10,"M86.8X0 Other osteomyelitis, multiple sites"
ICD10,"M86.9 Osteomyelitis, unspecified"
ICD10,"M86.9 Osteomyelitis, unspecified"
ICD10,"M86.9 Osteomyelitis, unspecified"
ICD10,"M86.9 Osteomyelitis, unspecified"
ICD10,"M86.9 Osteomyelitis, unspecified"
ICD10,"M86.9 Osteomyelitis, unspecified"
ICD10,"M86.9 Osteomyelitis, unspecified"
ICD10,"M86.9 Osteomyelitis, unspecified"
ICD10,"M46.20 Osteomyelitis of vertebra, site unspecified"
ICD10,"M46.21 Osteomyelitis of vertebra, occipito-atlanto-axial region"
ICD10,"M46.22 Osteomyelitis of vertebra, cervical region"
ICD10,"M46.23 Osteomyelitis of vertebra, cervicothoracic region"
ICD10,"M46.24 Osteomyelitis of vertebra, thoracic region"
ICD10,"M46.25 Osteomyelitis of vertebra, thoracolumbar region"
ICD10,"M46.26 Osteomyelitis of vertebra, lumbar region"
ICD10,"M46.27 Osteomyelitis of vertebra, lumbosacral region"
ICD10,"M46.28 Osteomyelitis of vertebra, sacral and sacrococcygeal region"
ICD10,"M86.9 Osteomyelitis, unspecified"
ICD10,"M86.9 Osteomyelitis, unspecified"
ICD10,"M86.9 Osteomyelitis, unspecified"
ICD10,"M86.9 Osteomyelitis, unspecified"
ICD10,"M86.9 Osteomyelitis, unspecified"
ICD10,"M86.9 Osteomyelitis, unspecified"
ICD10,"M86.9 Osteomyelitis, unspecified"
ICD10,"M86.9 Osteomyelitis, unspecified"
ICD10,"M86.9 Osteomyelitis, unspecified"
ICD10,"M86.9 Osteomyelitis, unspecified"
ICD10,"M86.9 Osteomyelitis, unspecified"
ICD10,"M89.60 Osteopathy after poliomyelitis, unspecified site"
ICD10,"M89.611 Osteopathy after poliomyelitis, right shoulder"
ICD10,"M89.612 Osteopathy after poliomyelitis, left shoulder"
ICD10,"M89.619 Osteopathy after poliomyelitis, unspecified shoulder"
ICD10,"M89.621 Osteopathy after poliomyelitis, right upper arm"
ICD10,"M89.622 Osteopathy after poliomyelitis, left upper arm"
ICD10,"M89.629 Osteopathy after poliomyelitis, unspecified upper arm"
ICD10,"M89.631 Osteopathy after poliomyelitis, right forearm"
ICD10,"M89.632 Osteopathy after poliomyelitis, left forearm"
ICD10,"M89.639 Osteopathy after poliomyelitis, unspecified forearm"
ICD10,"M89.641 Osteopathy after poliomyelitis, right hand"
ICD10,"M89.642 Osteopathy after poliomyelitis, left hand"
ICD10,"M89.649 Osteopathy after poliomyelitis, unspecified hand"
ICD10,"M89.651 Osteopathy after poliomyelitis, right thigh"
ICD10,"M89.652 Osteopathy after poliomyelitis, left thigh"
ICD10,"M89.659 Osteopathy after poliomyelitis, unspecified thigh"
ICD10,"M89.661 Osteopathy after poliomyelitis, right lower leg"
ICD10,"M89.662 Osteopathy after poliomyelitis, left lower leg"
ICD10,"M89.669 Osteopathy after poliomyelitis, unspecified lower leg"
ICD10,"M89.671 Osteopathy after poliomyelitis, right ankle and foot"
ICD10,"M89.672 Osteopathy after poliomyelitis, left ankle and foot"
ICD10,"M89.679 Osteopathy after poliomyelitis, unspecified ankle and foot"
